state,homeownership,annual_income,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,risk_category_loan_status,balance,paid_total,paid_principal,paid_interest,default_flag,income_band,dti_bucket,dti_risk_bucket,utilization_alert,utilization_bucket
NY,Mortgage,"155,000.00",16.13,294645,96202,Major_Purchase,25000,36,9.93%,805.86,B,2/1/2018,Current,Healthy,22574.16,3209.65,2425.84,783.81,0,High (>100k),Manageable (15-30%),Low,Safe,High
MA,Rent,"40,000.00",2.91,15800,2523,Car,12000,36,9.92%,386.76,B,3/1/2018,Current,Healthy,11130.17,1153.67,869.83,283.84,0,Low (<50k),Healthy (<15%),Low,Safe,High
TN,Rent,"42,500.00",18.55,41886,27474,Credit_Card,6000,36,7.35%,186.23,A,1/1/2018,Current,Healthy,5243.39,928.70,756.61,172.09,0,Low (<50k),Manageable (15-30%),Low,Safe,High
NJ,Own,"230,000.00",9.19,441037,53298,Debt_Consolidation,12000,36,10.91%,392.36,B,2/1/2018,Current,Healthy,10851.41,1562.17,1148.59,413.58,0,High (>100k),Healthy (<15%),Low,Safe,High
LA,Mortgage,"75,000.00",8.46,293947,164954,House,10000,60,13.59%,230.57,C,2/1/2018,Current,Healthy,9522.69,903.40,477.31,426.09,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
OH,Mortgage,"24,000.00",9.8,15100,5929,Debt_Consolidation,20000,36,14.07%,684.24,C,3/1/2018,Current,Healthy,18634.90,2037.09,1365.10,671.99,0,Low (<50k),Healthy (<15%),Low,Safe,High
MA,Rent,"110,000.00",11.62,50939,19887,Credit_Card,8500,36,7.34%,263.78,A,3/1/2018,Current,Healthy,7860.74,787.87,639.26,148.61,0,High (>100k),Healthy (<15%),Low,Safe,High
WV,Own,"172,000.00",24.31,764559,110739,Home_Improvement,36000,60,15.05%,857.39,C,2/1/2018,Current,Healthy,34345.64,3399.46,1654.36,1745.10,0,High (>100k),Manageable (15-30%),Medium,Safe,High
GA,Rent,"145,000.00",14.66,206996,61746,Debt_Consolidation,40000,36,6.72%,1229.97,A,2/1/2018,Current,Healthy,35942.19,4890.01,4057.81,832.20,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"85,000.00",22.73,428429,69424,Debt_Consolidation,9000,36,16.01%,316.46,C,3/1/2018,Current,Healthy,8402.95,941.38,597.05,344.33,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
PA,Rent,"42,000.00",9.91,50600,11048,Debt_Consolidation,7200,36,7.34%,223.44,A,3/1/2018,Current,Healthy,6840.10,443.94,359.90,84.04,0,Low (<50k),Healthy (<15%),Low,Safe,High
WI,Rent,"36,000.00",29.47,46680,44111,Debt_Consolidation,6100,36,23.88%,238.94,E,2/1/2018,Current,Healthy,5615.58,939.57,484.42,455.15,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
TX,Own,"17,000.00",27.68,96126,62706,Other,2250,36,15.05%,78.06,C,1/1/2018,Current,Healthy,1927.12,453.42,322.88,130.54,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
IN,Own,"37,000.00",4.25,19900,4154,Debt_Consolidation,10000,36,6.72%,307.5,A,2/1/2018,Current,Healthy,8985.52,1226.27,1014.48,211.79,0,Low (<50k),Healthy (<15%),Low,Safe,High
CA,Own,"45,000.00",16.97,56393,20877,Debt_Consolidation,25000,36,21.45%,947.67,D,2/1/2018,Current,Healthy,22942.47,3731.10,2057.53,1673.57,0,Low (<50k),Manageable (15-30%),Low,Safe,High
OH,Mortgage,"40,000.00",19.44,38688,17445,Debt_Consolidation,16000,60,25.82%,477.35,E,2/1/2018,Fully Paid,Healthy,0.00,16047.97,16000.00,47.97,0,Low (<50k),Manageable (15-30%),Low,Safe,High
CA,Rent,"182,000.00",6.06,56000,34611,Credit_Card,32000,60,14.08%,745.92,C,1/1/2018,Current,Healthy,29785.98,4165.75,2214.02,1951.73,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Rent,"51,000.00",17.25,52441,38608,Credit_Card,12000,36,15.05%,416.28,C,2/1/2018,Fully Paid,Healthy,0.00,12006.53,12000.00,6.53,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
MI,Rent,"45,000.00",23.33,85062,27762,Debt_Consolidation,10000,36,9.44%,320.05,B,1/1/2018,Current,Healthy,9023.01,1274.96,976.99,297.97,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NY,Mortgage,"31,200.00",33.19,40580,30433,Debt_Consolidation,2200,36,17.09%,78.54,D,2/1/2018,Current,Healthy,2007.09,304.76,192.91,111.85,0,Low (<50k),Risky (>30%),Medium,Safe,High
IL,Rent,"27,278.00",19.93,33085,21669,Credit_Card,4800,36,16.01%,168.78,C,3/1/2018,Current,Healthy,4481.56,512.75,318.44,194.31,0,Low (<50k),Manageable (15-30%),Low,Safe,High
GA,Mortgage,"75,000.00",15.31,88855,28400,Home_Improvement,35000,60,10.90%,759.25,B,3/1/2018,Current,Healthy,33663.94,2235.36,1336.06,899.30,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
KS,Rent,"100,000.00",22.88,96081,49906,Credit_Card,35000,36,12.62%,1172.9,C,1/1/2018,Current,Healthy,30890.38,5839.96,4109.62,1730.34,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NY,Own,"42,000.00",14.4,18785,15755,Other,10000,60,21.45%,273.08,D,2/1/2018,Current,Healthy,9612.44,1080.40,387.56,692.84,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
NY,Mortgage,"66,000.00",6.11,246436,13900,Major_Purchase,2400,36,10.41%,77.91,B,3/1/2018,Current,Healthy,2227.24,230.95,172.76,58.19,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
OH,Rent,"89,000.00",18.65,114770,52475,Credit_Card,19600,36,5.32%,590.25,A,1/1/2018,Current,Healthy,17060.80,2945.46,2539.20,406.26,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
MA,Mortgage,"50,000.00",27.08,288973,46068,Debt_Consolidation,26000,60,21.85%,715.88,D,3/1/2018,Current,Healthy,25259.29,2084.52,740.71,1343.81,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
MD,Mortgage,"99,000.00",11.73,53203,27819,Home_Improvement,12000,60,18.06%,305.12,D,1/1/2018,Current,Healthy,11358.38,1495.50,641.62,853.88,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
AR,Rent,"150,000.00",7.82,381481,93341,Medical,13000,36,5.32%,391.5,A,2/1/2018,Current,Healthy,11655.63,1562.16,1344.37,217.79,0,High (>100k),Healthy (<15%),Low,Safe,High
NY,Rent,"57,000.00",18.88,97124,68759,House,11750,60,17.09%,292.59,D,2/1/2018,Current,Healthy,11238.19,1175.76,511.81,663.95,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NY,Mortgage,"99,000.00",20.78,415771,57617,Debt_Consolidation,30000,60,9.93%,636.38,B,3/1/2018,Current,Healthy,28825.95,1974.27,1174.05,800.22,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
MS,Rent,"44,000.00",19.42,63963,39654,Credit_Card,7000,36,6.08%,213.21,A,2/1/2018,Current,Healthy,6283.60,850.48,716.40,134.08,0,Low (<50k),Manageable (15-30%),Low,Safe,High
AZ,Rent,0.00,NA,43354,34997,Debt_Consolidation,20000,60,17.09%,498.02,D,2/1/2018,Current,Healthy,19128.86,1944.61,871.14,1073.47,0,Low (<50k),Risky (>30%),High,Maxed Out,High
VA,Rent,"97,000.00",0.33,25854,11195,Other,35000,36,16.01%,1230.67,C,3/1/2018,Current,Healthy,32678.16,3629.75,2321.84,1307.91,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"30,000.00",8.56,22300,10709,Credit_Card,10000,60,13.59%,230.57,C,2/1/2018,Current,Healthy,9522.69,914.73,477.31,437.42,0,Low (<50k),Healthy (<15%),Low,Safe,High
TN,Own,"50,000.00",14.16,55089,29320,Other,20000,36,9.92%,644.6,B,3/1/2018,Current,Healthy,18550.28,1922.78,1449.72,473.06,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"115,000.00",12.89,527790,88149,Small_Business,40000,60,15.04%,952.44,C,3/1/2018,Current,Healthy,38629.65,2823.90,1370.35,1453.55,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"80,000.00",9.92,322553,20241,Credit_Card,12000,36,6.71%,368.94,A,3/1/2018,Current,Healthy,11089.41,1102.35,910.59,191.76,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
OR,Rent,"15,000.00",7.2,13800,13570,Debt_Consolidation,16000,36,17.47%,574.2,D,3/1/2018,Current,Healthy,14961.22,1753.66,1038.78,714.88,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
FL,Mortgage,"60,000.00",27.06,94036,44347,Debt_Consolidation,10000,36,11.99%,332.1,B,1/1/2018,Current,Healthy,8815.65,1703.80,1184.35,519.45,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"50,000.00",13.3,31300,15584,Credit_Card,10000,36,13.59%,339.79,C,2/1/2018,Current,Healthy,9078.33,1351.61,921.67,429.94,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
IN,Mortgage,"91,000.00",24.99,307277,105205,Debt_Consolidation,15000,36,7.35%,465.57,A,1/1/2018,Current,Healthy,12832.70,2593.88,2167.30,426.58,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
MN,Mortgage,"75,000.00",0.54,253569,42,Major_Purchase,24000,60,10.42%,514.91,B,1/1/2018,Current,Healthy,22440.60,2539.82,1559.40,980.42,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"182,000.00",16.72,604303,78003,Debt_Consolidation,40000,36,7.97%,1252.91,A,2/1/2018,Current,Healthy,36011.51,4976.22,3988.49,987.73,0,High (>100k),Manageable (15-30%),Low,Safe,High
TX,Mortgage,"65,000.00",10.62,168410,25122,Debt_Consolidation,25000,60,9.92%,530.2,B,3/1/2018,Current,Healthy,24350.26,1046.62,649.74,396.88,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NC,Mortgage,"121,500.00",39.34,249000,145985,Debt_Consolidation,32175,36,12.61%,1078.07,C,3/1/2018,Current,Healthy,29931.70,3189.13,2243.30,945.83,0,High (>100k),Risky (>30%),High,Safe,High
MS,Mortgage,"170,000.00",14.23,296303,95665,Debt_Consolidation,25000,60,9.93%,530.32,B,1/1/2018,Current,Healthy,23355.79,2624.02,1644.21,979.81,0,High (>100k),Healthy (<15%),Low,Safe,High
NY,Rent,"70,000.00",21.79,216901,32432,Debt_Consolidation,24000,60,14.07%,559.31,C,3/1/2018,Current,Healthy,23156.46,1640.41,843.54,796.87,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
TX,Own,"60,000.00",5.96,13217,9799,Credit_Card,15000,60,14.08%,349.65,C,2/1/2018,Current,Healthy,14293.08,1386.87,706.92,679.95,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Mortgage,"100,000.00",22.49,220075,98692,Other,36000,60,12.62%,812.13,C,1/1/2018,Current,Healthy,33786.28,4035.41,2213.72,1821.69,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
OR,Rent,"68,000.00",17.28,205036,37791,Debt_Consolidation,20000,60,16.02%,486.58,C,1/1/2018,Current,Healthy,18872.39,2388.40,1127.61,1260.79,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
TX,Mortgage,"65,000.00",29.38,287820,72529,Debt_Consolidation,30000,60,14.07%,699.14,C,2/1/2018,Current,Healthy,28945.56,2073.97,1054.44,1019.53,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NY,Mortgage,"42,500.00",24.57,123232,57581,Debt_Consolidation,11000,36,18.06%,398.01,D,2/1/2018,Current,Healthy,1660.07,9814.99,9339.93,475.06,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"52,000.00",21.3,73249,34442,Credit_Card,15000,60,14.08%,349.65,C,1/1/2018,Current,Healthy,14111.13,1736.52,888.87,847.65,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
GA,Rent,"68,250.00",8.63,98559,90416,Credit_Card,13500,60,16.02%,328.44,C,2/1/2018,Current,Healthy,12895.16,1289.73,604.84,684.89,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
AL,Mortgage,"55,000.00",8.66,122838,16537,Debt_Consolidation,10000,60,11.99%,222.4,B,1/1/2018,Current,Healthy,9375.22,1105.34,624.78,480.56,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
FL,Own,"85,000.00",26.49,117100,53291,Credit_Card,25000,36,6.72%,768.74,A,2/1/2018,Fully Paid,Healthy,0.00,25477.71,25000.00,477.71,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
MI,Mortgage,"318,000.00",8.37,125809,90942,Debt_Consolidation,25000,60,19.03%,648.93,D,1/1/2018,Fully Paid,Healthy,0.00,26813.84,25000.00,1813.84,0,High (>100k),Healthy (<15%),Low,Safe,High
CO,Own,"95,000.00",11.33,77389,46601,Debt_Consolidation,28000,36,6.71%,860.86,A,3/1/2018,Current,Healthy,25875.28,2572.14,2124.72,447.42,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
SC,Rent,"71,000.00",15.48,71270,39261,Credit_Card,10000,36,6.07%,304.54,A,3/1/2018,Current,Healthy,9234.27,920.37,765.73,154.64,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NC,Mortgage,"41,200.00",16.95,191066,47940,Other,10000,36,7.35%,310.38,A,1/1/2018,Current,Healthy,8488.64,1824.43,1511.36,313.07,0,Low (<50k),Manageable (15-30%),Low,Safe,High
NC,Rent,"44,088.00",27.93,71174,37694,Debt_Consolidation,10000,36,13.59%,339.79,C,2/1/2018,Current,Healthy,9078.33,1351.61,921.67,429.94,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
WA,Rent,"15,000.00",5.87,28874,2114,Debt_Consolidation,2500,36,13.59%,84.95,C,1/1/2018,Current,Healthy,2210.33,420.03,289.67,130.36,0,Low (<50k),Healthy (<15%),Low,Safe,High
LA,Own,"95,000.00",12.42,390874,37792,Other,6500,36,5.31%,195.72,A,3/1/2018,Current,Healthy,5996.91,592.91,503.09,89.82,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NE,Rent,"88,000.00",13.04,39353,24021,Debt_Consolidation,10000,36,7.97%,313.23,A,1/1/2018,Fully Paid,Healthy,0.00,10220.62,10000.00,220.62,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CO,Mortgage,"65,000.00",40.15,459836,117216,Debt_Consolidation,14500,36,7.35%,450.05,A,1/1/2018,Current,Healthy,12671.55,2238.41,1828.45,409.96,0,Medium (50k-100k),Risky (>30%),High,Safe,High
CA,Rent,"80,000.00",11.88,27100,14056,House,40000,36,11.99%,1328.39,B,1/1/2018,Current,Healthy,35262.66,6761.85,4737.34,2024.51,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
FL,Rent,"45,000.00",25.41,72097,33160,Other,16000,36,16.02%,562.68,C,2/1/2018,Current,Healthy,14575.47,2236.48,1424.53,811.95,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"150,000.00",9.33,55420,38733,Debt_Consolidation,14000,36,9.93%,451.29,B,1/1/2018,Current,Healthy,12610.69,1869.63,1389.31,435.20,0,High (>100k),Healthy (<15%),Low,Safe,High
FL,Rent,"69,000.00",27.74,95775,48638,Debt_Consolidation,10000,36,19.42%,368.69,D,2/1/2018,Fully Paid,Healthy,0.00,10447.78,10000.00,447.78,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
KY,Mortgage,"35,000.00",23.01,185161,86272,Debt_Consolidation,2400,36,7.96%,75.17,A,3/1/2018,Current,Healthy,2221.07,223.39,178.93,44.46,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CA,Mortgage,"39,000.00",10.83,406749,12329,Debt_Consolidation,17000,36,13.59%,577.65,C,1/1/2018,Current,Healthy,15030.26,2875.41,1969.74,905.67,0,Low (<50k),Healthy (<15%),Low,Safe,High
AR,Own,"90,000.00",39.63,168002,136103,Credit_Card,24000,36,12.61%,804.16,C,3/1/2018,Current,Healthy,22326.66,2426.96,1673.34,753.62,0,Medium (50k-100k),Risky (>30%),High,Maxed Out,High
NJ,Mortgage,"82,000.00",18.09,366648,38119,Other,20000,36,19.03%,733.43,D,2/1/2018,Current,Healthy,18294.92,2912.58,1705.08,1207.50,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
TX,Rent,"82,000.00",7.08,32200,10401,Credit_Card,30000,36,16.01%,1054.86,C,3/1/2018,Current,Healthy,28009.85,3137.90,1990.15,1147.75,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Own,"27,000.00",2.54,15600,1364,Other,3600,36,6.72%,110.7,A,1/1/2018,Current,Healthy,3142.20,552.16,457.80,94.36,0,Low (<50k),Healthy (<15%),Low,Safe,High
TX,Mortgage,"92,000.00",25.33,260226,51302,Home_Improvement,20000,36,6.07%,609.08,A,3/1/2018,Current,Healthy,18468.54,1800.27,1531.46,268.81,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NJ,Mortgage,"45,000.00",23.92,360202,82200,Debt_Consolidation,8000,36,15.05%,277.52,C,1/1/2018,Current,Healthy,7091.56,1380.91,908.44,472.47,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"40,000.00",29.72,57628,34805,Credit_Card,16000,36,6.07%,487.26,A,3/1/2018,Current,Healthy,14774.84,1450.99,1225.16,225.83,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NC,Mortgage,"170,000.00",22.66,349067,101835,Debt_Consolidation,24000,36,13.58%,815.38,C,3/1/2018,Current,Healthy,22350.13,2428.03,1649.87,778.16,0,High (>100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"30,000.00",5.68,11000,3775,Credit_Card,2000,36,10.42%,64.93,B,2/1/2018,Current,Healthy,1807.25,258.56,192.75,65.81,0,Low (<50k),Healthy (<15%),Low,Safe,High
NY,Rent,"52,500.00",9.73,79622,71415,Other,2000,36,11.98%,66.41,B,3/1/2018,Current,Healthy,1859.35,196.57,140.65,55.92,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
CA,Rent,"25,000.00",2.78,41300,2461,Vacation,6500,36,9.43%,208.01,B,3/1/2018,Current,Healthy,6025.50,617.22,474.50,142.72,0,Low (<50k),Healthy (<15%),Low,Safe,High
SC,Rent,"70,000.00",39.07,109647,75898,Debt_Consolidation,8000,36,16.02%,281.34,C,2/1/2018,Current,Healthy,7287.73,1107.56,712.27,395.29,0,Medium (50k-100k),Risky (>30%),High,Safe,High
AL,Rent,"16,000.00",25.43,19345,8243,Debt_Consolidation,7000,36,18.06%,253.28,D,2/1/2018,Current,Healthy,6394.79,1006.10,605.21,400.89,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
VA,Rent,"125,000.00",2.47,88500,11361,Credit_Card,25000,60,12.61%,563.85,C,3/1/2018,Current,Healthy,24087.05,1674.04,912.95,761.09,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"60,000.00",22.92,374897,48921,Debt_Consolidation,15000,60,14.07%,349.57,C,3/1/2018,Current,Healthy,14472.78,1088.25,527.22,561.03,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NC,Rent,"100,000.00",27.71,130869,51510,Debt_Consolidation,35000,36,10.42%,1136.27,B,1/1/2018,Current,Healthy,29736.97,6640.83,5263.03,1377.80,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"205,000.00",14.04,96538,65694,Debt_Consolidation,26000,36,10.42%,844.09,B,1/1/2018,Current,Healthy,22854.22,4205.40,3145.78,1059.62,0,High (>100k),Healthy (<15%),Low,Safe,High
MI,Mortgage,"45,000.00",11.79,105050,16491,Debt_Consolidation,12000,60,17.47%,301.28,D,3/1/2018,Current,Healthy,11614.70,880.55,385.30,495.25,0,Low (<50k),Healthy (<15%),Low,Safe,High
CA,Rent,"26,448.00",30.54,36280,27636,Credit_Card,10000,60,10.91%,216.98,B,1/1/2018,Current,Healthy,9358.12,1078.84,641.88,436.96,0,Low (<50k),Risky (>30%),Medium,Safe,High
CA,Mortgage,"90,000.00",18.63,321900,30997,Home_Improvement,15000,36,5.32%,451.73,A,1/1/2018,Current,Healthy,13056.70,2249.78,1943.30,306.48,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NJ,Mortgage,"80,000.00",18.39,531782,81876,Credit_Card,14000,60,9.44%,293.62,B,1/1/2018,Current,Healthy,13068.02,1460.76,931.98,528.78,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
GA,Mortgage,"60,000.00",27.84,239781,37064,Debt_Consolidation,15000,36,9.44%,480.08,B,3/1/2018,Current,Healthy,13905.19,1432.37,1094.81,337.56,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"60,000.00",9.24,27540,8770,Debt_Consolidation,10000,36,14.08%,342.17,C,2/1/2018,Current,Healthy,9084.70,1353.04,915.30,437.74,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
WA,Rent,"25,000.00",14.31,33000,6979,Debt_Consolidation,5000,36,7.35%,155.19,A,1/1/2018,Current,Healthy,4369.50,771.87,630.50,141.37,0,Low (<50k),Healthy (<15%),Low,Safe,High
GA,Rent,"74,000.00",14.39,90000,29504,Small_Business,28125,60,12.62%,634.48,C,1/1/2018,Current,Healthy,26395.51,3132.96,1729.49,1403.47,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MD,Rent,"119,568.00",22.04,101559,70239,Debt_Consolidation,10000,36,15.04%,346.85,C,3/1/2018,Current,Healthy,9327.09,1023.84,672.91,350.93,0,High (>100k),Manageable (15-30%),Medium,Safe,High
TX,Mortgage,"20,000.00",0,64000,0,Other,10000,60,9.92%,212.08,B,3/1/2018,Current,Healthy,9608.54,652.78,391.46,261.32,0,Low (<50k),Healthy (<15%),Low,Safe,High
MA,Mortgage,"151,000.00",15.81,160259,77372,Home_Improvement,40000,60,10.90%,867.71,B,3/1/2018,Current,Healthy,38473.08,2578.91,1526.92,1051.99,0,High (>100k),Manageable (15-30%),Low,Safe,High
CA,Rent,"70,000.00",27.6,92378,45569,Credit_Card,10000,36,6.72%,307.5,A,3/1/2018,Current,Healthy,9241.27,918.77,758.73,160.04,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
ME,Own,"35,000.00",29.12,72470,37589,Debt_Consolidation,8000,36,5.32%,240.92,A,2/1/2018,Current,Healthy,6920.52,1207.77,1079.48,128.29,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"84,000.00",7.57,38401,35702,House,35000,60,11.99%,778.38,B,1/1/2018,Late (31-120 Days),Delinquent,33701.09,2311.83,1298.91,1012.92,1,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
CA,Mortgage,"200,000.00",10.67,513156,35893,Debt_Consolidation,20000,36,5.32%,602.3,A,2/1/2018,Current,Healthy,17931.76,2394.42,2068.24,326.18,0,High (>100k),Healthy (<15%),Low,Safe,High
FL,Own,"25,000.00",31.61,43376,14488,Debt_Consolidation,9000,36,10.41%,292.15,B,3/1/2018,Current,Healthy,8047.14,1166.04,952.86,213.18,0,Low (<50k),Risky (>30%),Medium,Safe,High
VT,Rent,"60,000.00",8.7,16000,11539,Debt_Consolidation,20000,60,14.07%,466.1,C,3/1/2018,Current,Healthy,19534.08,916.57,465.92,450.65,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NJ,Rent,"65,000.00",15.05,101727,22442,Debt_Consolidation,3000,36,6.07%,91.37,A,2/1/2018,Current,Healthy,2692.90,363.46,307.10,56.36,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
OR,Rent,"15,000.00",28.96,31167,21577,Credit_Card,8000,36,9.93%,257.88,B,1/1/2018,Current,Healthy,7223.70,1051.39,776.30,275.09,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
TX,Own,"52,000.00",2.28,4100,1460,Major_Purchase,10000,36,11.99%,332.1,B,3/1/2018,Current,Healthy,2700.05,7516.29,7299.95,216.34,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
ME,Rent,"44,000.00",12.9,269361,46789,Major_Purchase,5000,36,6.71%,153.73,A,3/1/2018,Current,Healthy,4620.57,459.33,379.43,79.90,0,Low (<50k),Healthy (<15%),Low,Safe,High
MA,Mortgage,"145,000.00",16.57,506779,58807,Debt_Consolidation,15000,36,5.31%,451.66,A,2/1/2018,Current,Healthy,13839.02,1350.56,1160.98,189.58,0,High (>100k),Manageable (15-30%),Low,Safe,High
IL,Rent,"48,000.00",18.03,51430,21017,Debt_Consolidation,10000,60,13.59%,230.57,C,2/1/2018,Current,Healthy,9522.69,914.73,477.31,437.42,0,Low (<50k),Manageable (15-30%),Low,Safe,High
CT,Own,"100,000.00",10.92,30000,15946,Home_Improvement,40000,36,10.90%,1307.66,B,2/1/2018,Current,Healthy,37141.21,4007.76,2858.79,1148.97,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NE,Rent,"35,000.00",5.59,14200,3702,Other,3000,36,12.62%,100.54,C,1/1/2018,Current,Healthy,2719.66,400.06,280.34,119.72,0,Low (<50k),Healthy (<15%),Low,Safe,High
OH,Rent,"33,000.00",27.02,82620,77325,Credit_Card,1500,36,10.42%,48.7,B,1/1/2018,Current,Healthy,1355.43,193.93,144.57,49.36,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
GA,Mortgage,"196,000.00",24.38,264105,214317,Credit_Card,28000,36,15.05%,971.32,C,2/1/2018,Current,Healthy,25472.33,3861.87,2527.67,1334.20,0,High (>100k),Manageable (15-30%),Medium,Maxed Out,High
CA,Rent,"76,000.00",11.45,54900,18790,Debt_Consolidation,8000,36,6.71%,245.96,A,2/1/2018,Current,Healthy,6939.85,1222.88,1060.15,162.73,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
FL,Rent,"49,000.00",28.8,98338,90581,Debt_Consolidation,20000,60,21.45%,546.15,D,2/1/2018,Current,Healthy,19224.93,2160.77,775.07,1385.70,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
NY,Mortgage,"275,000.00",11.12,599264,147964,Debt_Consolidation,40000,36,9.44%,1280.2,B,3/1/2018,Current,Healthy,37080.55,3935.00,2919.45,1015.55,0,High (>100k),Healthy (<15%),Low,Safe,High
